user_id,age,house_type,resident,job,house_type2,식료품(1),생필품(2),의류(3),잡화(4),기타(5),1.현금,2.직불카드,3.신용카드,4.상품권
1040,59,1,광주,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041,59,4,서울,1,1,72481,8854,8854,0,0,0,0,3,0
1042,59,3,경기,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043,59,4,서울,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044,59,4,경기,1,1,0,0,0,8045,0,1,0,0,0
1045,59,4,경북,6,1,0,0,0,0,8045,1,0,0,0
1046,59,4,부산,5,1,0,70581,79432,0,0,0,0,4,0
1047,58,4,서울,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1048,58,4,충북,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1049,58,2,경기,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,48,4,전북,1,1,0,0,0,84559,97835,2,0,0,0
1051,58,3,경북,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,58,2,부산,2,0,101801,0,0,0,0,0,0,1,0
1053,48,4,경기,1,1,0,101801,0,0,0,0,0,1,0
1054,48,4,울산,6,1,0,0,90552,0,0,0,0,1,0
1055,58,1,부산,6,0,0,0,0,91410,0,1,0,0,0
1056,48,4,경기,1,1,0,11808,11808,0,76158,0,0,3,0
1057,58,4,대구,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1058,58,3,경기,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,58,4,경기,2,1,0,0,0,4173,0,1,0,0,0
1060,58,4,광주,1,1,0,78879,8556,81488,75837,0,0,5,0
1061,58,1,경북,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1062,58,4,대구,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1063,58,4,부산,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1064,58,4,인천,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065,58,1,전남,3,0,0,0,0,69361,0,1,0,0,0
1066,58,4,서울,5,1,5332,12081,12081,81846,94845,0,0,6,0
1067,58,1,충남,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,58,4,경기,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1069,58,1,충남,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070,58,4,충남,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1071,58,4,서울,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,57,4,서울,5,1,0,92786,0,0,0,1,0,0,0
1073,57,4,인천,5,1,0,0,92786,0,0,1,0,0,0
1074,57,4,경남,4,1,0,8054,0,0,0,1,0,0,0
1075,57,1,강원,4,0,0,0,8054,0,0,1,0,0,0
1076,57,4,인천,5,1,0,0,0,8054,0,1,0,0,0
1077,57,4,경기,6,1,0,0,0,0,8054,1,0,0,0
1078,57,4,경기,5,1,99274,9658,9658,0,0,0,0,3,0
1079,57,2,서울,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080,57,4,대전,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,57,4,전남,1,1,0,0,0,72970,0,1,0,0,0
1082,57,2,경남,6,0,0,0,0,0,91711,0,0,1,0
1083,57,4,경남,5,1,0,290,0,0,0,1,0,0,0
1084,47,4,인천,1,1,0,0,290,0,0,1,0,0,0
1085,57,4,서울,2,1,0,0,0,290,0,1,0,0,0
1086,57,2,서울,6,0,0,0,0,91539,0,1,0,0,0
1087,57,1,충남,6,0,0,0,0,0,4982,1,0,0,0
1088,57,3,경기,3,1,10476,0,0,0,0,1,0,0,0
1089,57,4,울산,5,1,0,77044,0,0,0,0,0,1,0
1090,57,4,경기,5,1,0,0,13146,0,0,1,0,0,0
1091,57,4,경기,4,1,0,0,0,72532,0,1,0,0,0
1092,57,2,서울,4,0,1904,0,0,0,0,0,0,1,0
1093,57,2,경기,2,0,0,0,0,0,84320,0,0,1,0
1094,57,4,인천,2,1,0,10442,0,0,0,1,0,0,0
1095,57,4,경남,2,1,0,0,90500,0,0,0,0,1,0
1096,57,4,울산,2,1,0,0,0,9573,0,1,0,0,0
1097,57,1,경북,6,0,0,0,0,77117,0,1,0,0,0
1098,57,4,충남,6,1,0,0,0,0,9573,1,0,0,0
1099,57,4,경기,6,1,77117,0,0,0,0,1,0,0,0
1100,57,4,충북,6,1,0,16434,0,0,0,0,0,1,0
1101,56,4,경기,5,1,0,0,74294,0,0,0,0,1,0
1102,56,2,서울,1,0,0,0,0,101877,0,1,0,0,0
1103,56,4,경기,2,1,0,0,0,0,9573,1,0,0,0
1104,46,4,경기,1,1,0,77117,0,0,0,1,0,0,0
1105,56,4,광주,3,1,0,0,11484,0,0,0,0,1,0
1106,56,4,인천,1,1,0,92494,0,0,0,0,0,1,0
1107,56,4,경기,3,1,0,0,80326,0,0,1,0,0,0
1108,56,4,경기,5,1,0,0,0,89435,0,0,0,1,0
1109,56,4,서울,3,1,0,0,0,0,89435,0,0,1,0
1110,56,4,경북,5,1,7510,0,0,0,0,0,1,0,0
1111,56,2,대구,5,0,0,7510,0,0,0,0,1,0,0
1112,56,1,경기,2,0,0,0,101579,0,0,0,0,1,0
1113,56,1,경남,2,0,0,0,0,14693,0,0,0,1,0
1114,56,4,전남,1,1,0,0,0,0,85361,1,0,0,0
1115,56,3,부산,5,1,0,77106,0,0,0,0,0,1,0
1116,46,4,경기,3,1,0,0,17272,0,0,1,0,0,0
1117,56,4,충북,6,1,0,0,0,7497,0,1,0,0,0
1118,56,4,경기,2,1,0,0,0,70254,0,0,0,1,0
1119,56,4,충남,2,1,0,0,0,0,17044,1,0,0,0
1120,56,4,대구,1,1,187806,172,95065,76356,0,0,0,5,0
1121,56,3,인천,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,56,4,대전,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,56,4,전남,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,56,4,경남,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,56,4,인천,1,1,0,0,93470,0,0,0,0,1,0
1126,56,4,경기,6,1,0,0,0,76922,0,0,0,1,0
1127,56,1,충남,6,0,0,0,0,17310,0,0,0,1,0
1128,56,2,서울,5,0,0,0,0,0,7289,1,0,0,0
1129,56,4,전남,5,1,1884,0,0,0,0,0,0,1,0
1130,56,3,대전,4,1,0,3399,0,0,0,0,0,0,1
1131,56,4,서울,2,1,0,0,9163,0,0,0,0,1,0
1132,56,4,서울,1,1,0,0,0,86951,0,1,0,0,0
1133,56,4,경기,5,1,0,0,0,0,89360,1,0,0,0
1134,56,4,경기,3,1,0,13240,0,0,0,0,0,1,0
1135,55,4,대구,3,1,0,0,13240,0,0,0,0,1,0
1136,55,4,서울,5,1,0,92072,67211,67841,0,3,0,0,0
1137,55,4,서울,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1138,55,4,경기,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1139,55,4,충북,4,1,0,0,0,0,68240,0,0,1,0
1140,55,4,경남,5,1,8841,0,0,0,0,1,0,0,0
1141,55,1,대전,2,0,0,2325,0,0,0,1,0,0,0
1142,55,2,경기,4,0,0,0,80012,0,0,1,0,0,0
1143,55,4,전북,6,1,0,0,0,6270,0,0,0,1,0
1144,44,4,부산,6,1,0,0,0,0,77797,0,0,1,0
1145,44,4,부산,6,1,0,91780,0,0,0,0,0,0,1
1146,55,4,경기,1,1,0,0,16265,0,0,1,0,0,0
1147,55,4,경남,2,1,0,0,0,96351,0,1,0,0,0
1148,55,4,서울,1,1,0,0,0,13726,0,0,0,1,0
1149,55,4,부산,6,1,0,0,0,0,74589,1,0,0,0
1150,55,1,전북,2,0,13704,0,0,0,0,1,0,0,0
1151,55,4,경기,5,1,0,13704,0,0,0,1,0,0,0
1152,55,2,경기,1,0,0,0,13704,0,0,1,0,0,0
1153,55,4,부산,1,1,0,0,0,85710,0,0,0,1,0
1154,55,4,경기,1,1,84216,0,0,0,0,1,0,0,0
1155,55,3,강원,5,1,0,0,0,0,11157,0,1,0,0
1156,55,4,경기,6,1,0,11711,12243,0,0,0,0,2,0
1157,55,4,전남,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1158,55,4,충남,5,1,0,0,0,89015,0,1,0,0,0
1159,55,4,경기,2,1,0,0,0,11400,0,0,0,1,0
1160,55,4,경기,2,1,0,0,0,0,11400,0,0,1,0
1161,55,4,서울,2,1,4623,0,0,0,0,1,0,0,0
1162,54,1,경기,4,0,0,83913,78337,78337,0,0,0,3,0
1163,54,4,인천,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1164,54,4,전남,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1165,54,4,경기,4,1,0,0,0,0,11785,1,0,0,0
1166,54,3,전남,5,1,0,14788,0,0,0,1,0,0,0
1167,54,4,울산,5,1,0,0,82417,0,0,0,0,1,0
1168,54,4,인천,2,1,0,74664,0,0,0,0,0,1,0
1169,54,4,경기,2,1,0,0,74664,0,0,0,0,1,0
1170,54,4,경기,1,1,0,0,0,2383,0,1,0,0,0
1171,54,4,경기,4,1,0,0,0,0,13566,0,0,1,0
1172,54,2,서울,5,0,13566,0,0,0,0,0,0,1,0
1173,54,4,충북,3,1,0,92786,0,0,0,1,0,0,0
1174,44,3,경기,2,1,0,0,74712,0,0,0,0,1,0
1175,44,4,서울,2,1,0,0,0,14546,0,0,0,0,1
1176,54,1,충북,1,0,0,74583,5100,77112,16201,4,0,0,0
1177,54,4,부산,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,54,4,경남,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1179,44,4,서울,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1180,44,4,경기,6,1,0,0,0,5100,0,1,0,0,0
1181,54,2,전남,2,0,0,0,0,0,77112,1,0,0,0
1182,54,4,광주,5,1,13542,0,0,0,0,0,0,1,0
1183,54,2,인천,6,0,0,13542,0,0,0,0,0,1,0
1184,54,1,서울,4,0,0,0,13542,0,0,0,0,1,0
1185,44,4,부산,6,1,172986,6043,0,6043,0,4,0,0,0
1186,54,2,대구,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1187,54,4,서울,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,44,4,경기,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,53,1,대구,5,0,0,0,12112,0,0,0,0,1,0
1190,53,4,충북,2,1,0,0,0,93593,0,1,0,0,0
1191,53,4,경남,2,1,0,0,89360,0,0,1,0,0,0
1192,53,4,인천,5,1,0,85830,0,0,0,1,0,0,0
1193,53,4,전북,6,1,0,0,0,14238,0,0,0,0,1
1194,53,2,서울,6,0,2046,2046,98953,0,4852,0,0,4,0
1195,53,4,서울,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,53,4,대구,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,53,4,대구,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,53,4,경기,2,1,0,0,0,98953,0,0,0,1,0
1199,43,4,서울,3,1,98953,0,0,0,0,0,0,1,0
1200,53,2,서울,5,0,0,0,14023,0,0,0,0,1,0
1201,53,4,서울,1,1,0,0,0,79368,0,1,0,0,0
1202,53,4,,5,1,0,0,0,2627,0,1,0,0,0
1203,53,4,경남,2,1,0,0,0,0,73225,1,0,0,0
1204,53,4,경기,6,1,73226,0,0,0,0,1,0,0,0
1205,53,1,충남,5,0,0,76850,0,0,0,0,0,1,0
1206,53,4,서울,1,1,0,0,76850,0,0,0,0,1,0
1207,53,4,경기,5,1,0,0,0,85771,0,1,0,0,0
1208,53,4,광주,4,1,0,0,0,0,85771,1,0,0,0
1209,53,4,인천,6,1,0,82161,0,0,0,1,0,0,0
1210,53,4,인천,6,1,0,0,75600,0,0,0,0,0,1
1211,53,4,충북,4,1,0,12835,0,0,0,0,0,1,0
1212,53,4,경기,6,1,0,0,14298,0,0,1,0,0,0
1213,43,4,충남,6,1,0,0,0,12835,0,0,0,1,0
1214,43,4,서울,3,1,0,0,0,0,14298,1,0,0,0
1215,53,4,경기,2,1,84952,0,0,0,0,0,0,1,0
1216,53,4,광주,2,1,0,99753,0,0,0,0,0,1,0
1217,53,3,경기,5,1,0,0,6432,0,0,1,0,0,0
1218,53,1,충북,3,0,0,0,0,89683,0,1,0,0,0
1219,53,4,서울,1,1,0,0,0,0,89683,1,0,0,0
1220,53,4,부산,4,1,0,16928,0,0,0,0,0,1,0
1221,53,4,경기,4,1,0,0,71587,0,0,0,0,1,0
1222,53,4,대전,6,1,0,0,0,4094,0,1,0,0,0
1223,53,4,경기,4,1,0,0,0,14341,0,1,0,0,0
1224,53,4,대전,1,1,0,0,0,0,12439,0,0,1,0
1225,53,1,전북,2,0,761,0,0,0,0,0,0,1,0
1226,53,4,경기,6,1,0,17952,0,0,0,1,0,0,0
1227,53,4,부산,6,1,0,0,84638,0,0,1,0,0,0
1228,52,4,경북,6,1,0,0,0,96245,0,0,0,1,0
1229,52,4,인천,2,1,96245,0,0,0,0,0,0,1,0
1230,52,4,전북,4,1,0,0,0,0,72705,0,0,1,0
1231,52,4,울산,2,1,0,7576,0,0,0,1,0,0,0
1232,52,4,경북,2,1,0,0,4167,0,0,0,0,1,0
1233,52,4,경기,2,1,0,0,0,98962,0,0,1,0,0
1234,52,4,강원,2,1,0,0,0,98962,0,0,1,0,0
1235,52,4,울산,2,1,0,0,0,0,6892,1,0,0,0
1236,52,1,경기,5,0,71490,0,0,0,0,0,0,1,0
1237,52,1,전북,1,0,0,76101,0,0,0,0,0,1,0
1238,52,2,경기,2,0,0,0,88663,0,0,0,1,0,0
1239,52,4,충남,2,1,0,10196,0,69302,75395,3,0,0,0
1240,52,4,울산,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,52,2,경기,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,52,4,울산,2,1,0,0,88805,0,0,0,0,1,0
1243,52,4,경기,2,1,0,8681,0,0,0,1,0,0,0
1244,52,1,경남,3,0,0,0,8697,0,0,1,0,0,0
1245,52,2,광주,5,0,0,0,0,78106,0,0,0,1,0
1246,42,4,경기,2,1,0,0,0,78643,0,1,0,0,0
1247,52,4,광주,5,1,0,0,0,0,78643,1,0,0,0
1248,52,4,부산,3,1,85843,2201,84550,6773,0,0,0,5,0
1249,52,4,전남,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,52,1,전남,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,52,4,울산,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,52,3,강원,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,52,2,서울,1,0,0,0,6773,90415,83642,0,0,4,0
1254,42,4,대구,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,51,4,경기,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,51,4,경북,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,51,2,충북,8,0,94058,0,0,0,0,0,1,0,0
1258,51,4,울산,2,1,0,80012,0,0,0,1,0,0,0
1259,51,2,경기,2,0,0,0,16434,0,0,0,0,1,0
1260,51,2,경기,1,0,0,0,0,339,0,1,0,0,0
1261,51,4,경기,4,1,0,0,0,0,339,1,0,0,0
1262,51,3,부산,1,1,0,339,0,0,0,1,0,0,0
1263,51,4,경기,1,1,0,0,339,0,0,1,0,0,0
1264,51,4,서울,2,1,0,13941,0,0,0,0,0,1,0
1265,41,4,경남,3,1,0,0,88040,0,0,0,0,1,0
1266,51,2,경기,6,0,0,0,0,88096,0,0,0,1,0
1267,51,4,경기,2,1,0,0,0,0,88096,0,0,1,0
1268,51,4,경기,6,1,14373,0,0,0,0,1,0,0,0
1269,51,2,강원,6,0,0,14373,0,0,0,1,0,0,0
1270,41,4,경기,6,1,0,0,71453,0,0,1,0,0,0
1271,51,2,인천,3,0,0,0,0,73231,0,1,0,0,0
1272,51,4,경기,5,1,0,0,0,0,71453,1,0,0,0
1273,51,1,울산,6,0,0,73231,0,0,0,1,0,0,0
1274,41,4,광주,2,1,0,0,14914,0,0,1,0,0,0
1275,41,4,서울,1,1,0,0,0,85008,0,1,0,0,0
1276,51,4,울산,5,1,0,0,0,95039,0,0,1,0,0
1277,51,4,경기,1,1,0,0,0,0,95039,0,1,0,0
1278,41,4,경기,1,1,81413,0,0,0,0,0,0,1,0
1279,51,2,충북,1,0,0,81413,0,0,0,0,0,1,0
1280,41,4,서울,1,1,0,0,75017,0,0,0,0,1,0
1281,51,4,경기,2,1,0,0,0,16560,0,0,0,1,0
1282,41,4,경기,3,1,73014,0,0,0,0,1,0,0,0
1283,51,2,경기,2,0,0,0,0,0,96645,0,0,1,0
1284,51,4,경기,2,1,0,92047,0,0,0,0,0,1,0
1285,51,4,대구,1,1,0,0,92047,0,0,0,0,1,0
1286,51,4,서울,5,1,0,0,0,91592,0,1,0,0,0
1287,6,4,경기,2,1,0,0,0,91592,0,1,0,0,0
1288,6,4,광주,6,1,0,0,0,0,92764,0,0,1,0
1289,6,4,인천,3,1,100761,0,0,0,0,0,0,1,0
1290,6,4,인천,2,1,0,79424,0,0,0,0,0,1,0
1291,6,4,인천,4,1,0,0,82986,0,0,1,0,0,0
1292,6,4,광주,2,1,0,0,0,13549,0,1,0,0,0
1293,6,3,경기,5,1,0,0,0,0,82702,0,0,1,0
1294,6,4,전남,2,1,0,0,0,71366,0,0,0,1,0
1295,6,4,서울,2,1,0,0,0,0,17614,1,0,0,0
1296,6,4,대구,5,1,89974,0,0,0,0,1,0,0,0
1297,6,3,경북,1,1,0,80840,0,0,0,1,0,0,0
1298,6,4,경남,5,1,0,0,80840,0,0,1,0,0,0
1299,6,4,대구,4,1,0,0,0,84099,0,1,0,0,0
1300,6,4,경남,2,1,96265,0,96265,173179,94478,0,0,5,0
1301,6,4,부산,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,6,4,울산,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,6,4,서울,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1304,6,4,전북,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1305,6,4,경남,2,1,10012,300574,24827,99918,17360,0,0,8,0
1306,6,4,인천,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1307,6,2,서울,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1308,6,4,인천,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1309,6,4,인천,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1310,6,4,광주,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1311,49,3,대구,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1312,49,4,경기,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1313,49,4,경북,2,1,0,0,78827,0,0,1,0,0,0
1314,49,2,충북,6,0,73585,81364,0,8977,16936,0,0,4,0
1315,49,4,서울,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1316,49,4,경기,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1317,49,2,대구,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1318,49,4,경기,1,1,0,0,9019,0,0,1,0,0,0
1319,49,2,대구,6,0,0,0,0,77563,0,0,0,1,0
1320,49,4,경기,6,1,0,0,0,0,77563,0,0,1,0
1321,49,4,대전,2,1,0,0,0,11414,0,1,0,0,0
1322,49,4,서울,1,1,0,0,0,0,11414,1,0,0,0
1323,49,4,경기,2,1,11414,0,0,0,0,1,0,0,0
1324,49,4,전남,2,1,0,16399,0,0,0,0,0,1,0
1325,49,4,경기,4,1,0,0,74516,0,0,0,0,1,0
1326,49,4,충남,4,1,0,0,0,5574,0,0,0,1,0
1327,49,4,서울,3,1,87614,0,0,0,0,1,0,0,0
1328,49,4,인천,1,1,0,0,92707,0,0,0,0,1,0
1329,49,4,경기,1,1,0,0,0,2971,0,1,0,0,0
1330,49,4,서울,3,1,93547,0,0,16434,4213,0,0,3,0
1331,49,4,인천,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1332,49,4,전남,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333,49,4,부산,4,1,0,4172,0,0,0,1,0,0,0
1334,49,2,울산,4,0,0,0,15614,0,0,0,0,1,0
1335,49,2,서울,1,0,0,0,0,15256,0,1,0,0,0
1336,49,4,경기,5,1,0,0,0,0,66422,0,0,1,0
1337,49,4,대구,2,1,0,67717,0,0,0,1,0,0,0
1338,49,4,경기,3,1,0,0,65847,0,0,0,0,1,0
1339,49,4,경기,3,1,0,98835,0,0,0,0,1,0,0
1340,49,4,경북,6,1,0,0,77217,0,0,0,0,1,0
1341,48,4,충남,5,1,0,0,0,76418,0,1,0,0,0
1342,48,4,경기,3,1,0,0,0,0,83633,1,0,0,0
1343,48,4,인천,5,1,5676,0,0,0,0,1,0,0,0
1344,48,2,전남,4,0,0,2547,0,0,0,0,0,1,0
1345,48,1,경기,3,0,0,0,87932,0,0,1,0,0,0
1346,48,4,전북,5,1,0,0,0,12755,0,0,0,1,0
1347,48,4,서울,3,1,0,0,0,0,12755,0,0,1,0
1348,48,4,인천,1,1,0,15682,0,0,0,1,0,0,0
1349,48,4,경기,4,1,0,0,19355,0,0,0,0,1,0
1350,48,4,서울,4,1,0,0,0,16857,0,0,1,0,0
1351,48,4,인천,2,1,0,0,0,5247,0,1,0,0,0
1352,48,4,경기,5,1,0,0,0,0,89665,1,0,0,0
1353,48,4,제주,3,1,89665,0,0,0,0,1,0,0,0
1354,48,4,대구,2,1,0,0,0,89665,0,1,0,0,0
1355,48,4,경기,1,1,0,0,0,0,82261,1,0,0,0
1356,48,4,부산,6,1,78106,0,0,0,0,0,0,1,0
1357,48,3,대전,1,1,0,79075,0,0,0,0,0,1,0
1358,48,4,광주,1,1,0,0,79075,0,0,0,0,1,0
1359,48,1,경기,5,0,0,0,0,8320,0,1,0,0,0
1360,48,4,경기,6,1,88873,0,0,0,0,0,0,1,0
1361,48,4,경기,2,1,0,0,11440,0,0,0,0,1,0
1362,48,4,부산,2,1,0,0,0,84401,0,0,0,1,0
1363,48,4,전남,5,1,0,0,0,84401,0,0,0,1,0
1364,48,4,부산,6,1,0,0,0,0,16063,0,0,1,0
1365,48,4,경기,5,1,96229,0,0,0,0,1,0,0,0
1366,48,4,광주,5,1,0,86953,0,0,0,1,0,0,0
1367,48,4,부산,5,1,0,0,86953,0,0,1,0,0,0
1368,48,4,대전,2,1,0,0,0,77859,0,0,0,1,0
1369,48,4,경기,5,1,0,0,0,0,78758,1,0,0,0
1370,48,4,부산,1,1,0,78758,0,0,0,1,0,0,0
1371,47,2,경기,5,0,0,0,10937,0,0,0,0,1,0
1372,47,4,부산,6,1,0,10937,0,0,0,0,0,1,0
1373,47,2,서울,2,0,0,0,96691,0,0,0,0,1,0
1374,47,4,경북,6,1,0,0,0,96691,0,0,0,1,0
1375,47,4,서울,2,1,0,0,0,0,16309,1,0,0,0
1376,47,2,경기,3,0,2971,77371,0,0,0,2,0,0,0
1377,47,4,충북,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1378,47,4,경기,2,1,0,0,12289,2781,87731,0,0,3,0
1379,47,4,경기,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1380,47,4,광주,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381,47,4,광주,4,1,0,3896,0,0,0,1,0,0,0
1382,47,4,경남,1,1,0,0,6933,14131,0,0,0,2,0
1383,47,4,경기,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384,47,2,서울,1,0,96071,96071,0,89455,89455,4,0,0,0
1385,47,4,경기,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386,47,4,경기,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387,47,4,서울,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388,47,4,서울,6,1,99530,0,99530,99530,0,3,0,0,0
1389,47,4,부산,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390,47,4,경기,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391,47,4,인천,2,1,0,0,0,0,70099,0,0,1,0
1392,47,4,서울,5,1,0,0,0,82179,0,0,0,1,0
1393,47,4,경남,6,1,0,0,0,0,73369,1,0,0,0
1394,47,4,서울,4,1,87900,0,0,0,0,0,0,1,0
1395,47,4,강원,2,1,0,14392,69235,86474,0,3,0,0,0
